GeneID	nReads	ftype
ENSMUSG00000000001.5	332	exon
ENSMUSG00000000028.16	25	exon
ENSMUSG00000000031.19	6	exon
ENSMUSG00000000037.18	4	exon
ENSMUSG00000000049.12	8	exon
ENSMUSG00000000056.8	313	exon
ENSMUSG00000000058.7	370	exon
ENSMUSG00000000078.8	725	exon
ENSMUSG00000000085.17	251	exon
ENSMUSG00000000088.8	9264	exon
ENSMUSG00000000093.7	5	exon
ENSMUSG00000000120.7	68	exon
ENSMUSG00000000125.6	67	exon
ENSMUSG00000000126.12	50	exon
ENSMUSG00000000127.16	222	exon
ENSMUSG00000000131.16	278	exon
ENSMUSG00000000134.18	247	exon
ENSMUSG00000000142.16	146	exon
ENSMUSG00000000148.18	139	exon
ENSMUSG00000000149.11	378	exon
ENSMUSG00000000154.17	5	exon
ENSMUSG00000000167.15	26	exon
ENSMUSG00000000168.11	1273	exon
ENSMUSG00000000171.6	686	exon
ENSMUSG00000000184.13	1212	exon
ENSMUSG00000000194.14	199	exon
ENSMUSG00000000197.9	514	exon
ENSMUSG00000000202.10	652	exon
ENSMUSG00000000214.12	343	exon
ENSMUSG00000000215.12	5	exon
ENSMUSG00000000216.9	1	exon
ENSMUSG00000000223.14	200	exon
ENSMUSG00000000244.18	7	exon
ENSMUSG00000000247.12	353	exon
ENSMUSG00000000253.14	620	exon
ENSMUSG00000000263.16	340	exon
ENSMUSG00000000266.12	74	exon
ENSMUSG00000000275.17	42	exon
ENSMUSG00000000276.12	421	exon
ENSMUSG00000000278.11	248	exon
ENSMUSG00000000282.13	255	exon
ENSMUSG00000000290.14	52	exon
ENSMUSG00000000295.14	282	exon
ENSMUSG00000000296.9	684	exon
ENSMUSG00000000301.17	36	exon
ENSMUSG00000000303.14	32	exon
ENSMUSG00000000305.13	307	exon
ENSMUSG00000000308.15	2233	exon
ENSMUSG00000000317.12	4	exon
ENSMUSG00000000318.17	8	exon
ENSMUSG00000000320.11	5	exon
ENSMUSG00000000326.14	1461	exon
ENSMUSG00000000339.15	696	exon
ENSMUSG00000000340.11	148	exon
ENSMUSG00000000346.10	2175	exon
ENSMUSG00000000355.14	908	exon
ENSMUSG00000000359.4	6	exon
ENSMUSG00000000365.10	4	exon
ENSMUSG00000000374.9	455	exon
ENSMUSG00000000378.16	804	exon
ENSMUSG00000000384.16	220	exon
ENSMUSG00000000386.19	2	exon
ENSMUSG00000000392.18	14	exon
ENSMUSG00000000399.11	1741	exon
ENSMUSG00000000402.3	40	exon
ENSMUSG00000000409.15	11	exon
ENSMUSG00000000411.8	2	exon
ENSMUSG00000000416.17	607	exon
ENSMUSG00000000420.16	312	exon
ENSMUSG00000000439.10	439	exon
ENSMUSG00000000440.13	7	exon
ENSMUSG00000000441.18	502	exon
ENSMUSG00000000486.14	40	exon
ENSMUSG00000000489.8	144	exon
ENSMUSG00000000530.17	112	exon
ENSMUSG00000000531.6	552	exon
ENSMUSG00000000532.12	670	exon
ENSMUSG00000000538.19	1392	exon
ENSMUSG00000000552.11	1026	exon
ENSMUSG00000000555.9	20	exon
ENSMUSG00000000560.10	780	exon
ENSMUSG00000000561.15	348	exon
ENSMUSG00000000562.6	1	exon
ENSMUSG00000000563.18	5653	exon
ENSMUSG00000000567.6	2115	exon
ENSMUSG00000000568.16	1017	exon
ENSMUSG00000000579.15	16	exon
ENSMUSG00000000581.9	1387	exon
ENSMUSG00000000594.8	1077	exon
ENSMUSG00000000600.16	377	exon
ENSMUSG00000000605.10	3729	exon
ENSMUSG00000000627.16	247	exon
ENSMUSG00000000628.11	49	exon
ENSMUSG00000000631.21	755	exon
ENSMUSG00000000632.14	1558	exon
ENSMUSG00000000673.10	2	exon
ENSMUSG00000000682.8	100	exon
ENSMUSG00000000686.12	6	exon
ENSMUSG00000000693.11	25	exon
ENSMUSG00000000708.15	116	exon
ENSMUSG00000000711.4	1078	exon
ENSMUSG00000000732.10	28	exon
ENSMUSG00000000738.19	295	exon
ENSMUSG00000000739.15	10	exon
ENSMUSG00000000740.13	11488	exon
ENSMUSG00000000743.10	825	exon
ENSMUSG00000000751.14	557	exon
ENSMUSG00000000753.16	253	exon
ENSMUSG00000000759.15	263	exon
ENSMUSG00000000766.19	30	exon
ENSMUSG00000000776.14	250	exon
ENSMUSG00000000782.17	49	exon
ENSMUSG00000000787.13	912	exon
ENSMUSG00000000791.10	3	exon
ENSMUSG00000000792.3	318	exon
ENSMUSG00000000794.10	63	exon
ENSMUSG00000000804.15	414	exon
