GeneID	nReads	ftype
ENSMUSG00000000001.5	66	exon
ENSMUSG00000000028.16	5	exon
ENSMUSG00000000056.8	120	exon
ENSMUSG00000000058.7	25	exon
ENSMUSG00000000078.8	98	exon
ENSMUSG00000000085.17	151	exon
ENSMUSG00000000088.8	630	exon
ENSMUSG00000000093.7	7	exon
ENSMUSG00000000120.7	6	exon
ENSMUSG00000000125.6	9	exon
ENSMUSG00000000126.12	2	exon
ENSMUSG00000000127.16	63	exon
ENSMUSG00000000131.16	126	exon
ENSMUSG00000000134.18	79	exon
ENSMUSG00000000142.16	45	exon
ENSMUSG00000000148.18	23	exon
ENSMUSG00000000149.11	225	exon
ENSMUSG00000000154.17	5	exon
ENSMUSG00000000159.17	1	exon
ENSMUSG00000000167.15	6	exon
ENSMUSG00000000168.11	161	exon
ENSMUSG00000000171.6	92	exon
ENSMUSG00000000184.13	356	exon
ENSMUSG00000000194.14	74	exon
ENSMUSG00000000197.9	186	exon
ENSMUSG00000000202.10	45	exon
ENSMUSG00000000214.12	7	exon
ENSMUSG00000000223.14	88	exon
ENSMUSG00000000247.12	64	exon
ENSMUSG00000000253.14	163	exon
ENSMUSG00000000266.12	52	exon
ENSMUSG00000000275.17	14	exon
ENSMUSG00000000276.12	81	exon
ENSMUSG00000000278.11	19	exon
ENSMUSG00000000282.13	57	exon
ENSMUSG00000000290.14	9	exon
ENSMUSG00000000295.14	57	exon
ENSMUSG00000000296.9	156	exon
ENSMUSG00000000301.17	1	exon
ENSMUSG00000000305.13	106	exon
ENSMUSG00000000308.15	295	exon
ENSMUSG00000000317.12	9	exon
ENSMUSG00000000320.11	5	exon
ENSMUSG00000000326.14	255	exon
ENSMUSG00000000339.15	141	exon
ENSMUSG00000000340.11	68	exon
ENSMUSG00000000346.10	261	exon
ENSMUSG00000000355.14	107	exon
ENSMUSG00000000359.4	1	exon
ENSMUSG00000000365.10	4	exon
ENSMUSG00000000374.9	133	exon
ENSMUSG00000000378.16	257	exon
ENSMUSG00000000384.16	55	exon
ENSMUSG00000000392.18	2	exon
ENSMUSG00000000399.11	234	exon
ENSMUSG00000000402.3	5	exon
ENSMUSG00000000416.17	546	exon
ENSMUSG00000000420.16	52	exon
ENSMUSG00000000439.10	67	exon
ENSMUSG00000000440.13	2	exon
ENSMUSG00000000441.18	122	exon
ENSMUSG00000000486.14	6	exon
ENSMUSG00000000489.8	43	exon
ENSMUSG00000000530.17	71	exon
ENSMUSG00000000531.6	190	exon
ENSMUSG00000000532.12	104	exon
ENSMUSG00000000538.19	206	exon
ENSMUSG00000000552.11	80	exon
ENSMUSG00000000555.9	45	exon
ENSMUSG00000000560.10	264	exon
ENSMUSG00000000561.15	76	exon
ENSMUSG00000000562.6	1	exon
ENSMUSG00000000563.18	803	exon
ENSMUSG00000000567.6	159	exon
ENSMUSG00000000568.16	521	exon
ENSMUSG00000000579.15	4	exon
ENSMUSG00000000581.9	211	exon
ENSMUSG00000000594.8	124	exon
ENSMUSG00000000600.16	185	exon
ENSMUSG00000000605.10	486	exon
ENSMUSG00000000627.16	40	exon
ENSMUSG00000000628.11	12	exon
ENSMUSG00000000631.21	178	exon
ENSMUSG00000000632.14	745	exon
ENSMUSG00000000673.10	1	exon
ENSMUSG00000000682.8	5	exon
ENSMUSG00000000693.11	13	exon
ENSMUSG00000000708.15	72	exon
ENSMUSG00000000711.4	181	exon
ENSMUSG00000000732.10	4	exon
ENSMUSG00000000738.19	64	exon
ENSMUSG00000000740.13	1454	exon
ENSMUSG00000000743.10	108	exon
ENSMUSG00000000751.14	77	exon
ENSMUSG00000000753.16	9	exon
ENSMUSG00000000759.15	46	exon
ENSMUSG00000000766.19	9	exon
ENSMUSG00000000776.14	45	exon
ENSMUSG00000000782.17	27	exon
ENSMUSG00000000787.13	446	exon
ENSMUSG00000000791.10	2	exon
ENSMUSG00000000792.3	7	exon
ENSMUSG00000000794.10	73	exon
ENSMUSG00000000804.15	158	exon
ENSMUSG00000000805.19	36	exon
ENSMUSG00000000811.15	4	exon
ENSMUSG00000000823.17	114	exon
ENSMUSG00000000826.17	492	exon
ENSMUSG00000000827.19	136	exon
ENSMUSG00000000838.18	138	exon
ENSMUSG00000000861.16	206	exon
ENSMUSG00000000869.13	1	exon
ENSMUSG00000000876.12	37	exon
ENSMUSG00000000881.13	238	exon
ENSMUSG00000000884.18	5	exon
ENSMUSG00000000901.18	47	exon
ENSMUSG00000000902.14	215	exon
ENSMUSG00000000903.4	1	exon
ENSMUSG00000000915.16	115	exon
ENSMUSG00000000916.16	20	exon
ENSMUSG00000000934.10	10	exon
ENSMUSG00000000948.17	13	exon
ENSMUSG00000000957.12	19	exon
ENSMUSG00000000959.8	74	exon
ENSMUSG00000000976.14	52	exon
ENSMUSG00000000982.6	1	exon
ENSMUSG00000001014.7	1	exon
ENSMUSG00000001016.13	234	exon
ENSMUSG00000001017.17	381	exon
ENSMUSG00000001018.16	80	exon
ENSMUSG00000001020.9	6	exon
ENSMUSG00000001021.14	8	exon
ENSMUSG00000001025.9	51	exon
ENSMUSG00000001029.16	2	exon
ENSMUSG00000001034.18	31	exon
ENSMUSG00000001036.18	327	exon
ENSMUSG00000001039.13	35	exon
ENSMUSG00000001052.16	98	exon
ENSMUSG00000001053.16	29	exon
ENSMUSG00000001054.10	104	exon
ENSMUSG00000001056.4	158	exon
ENSMUSG00000001062.19	102	exon
ENSMUSG00000001065.16	45	exon
ENSMUSG00000001082.13	48	exon
ENSMUSG00000001089.15	139	exon
ENSMUSG00000001098.16	63	exon
ENSMUSG00000001100.11	116	exon
ENSMUSG00000001103.8	1	exon
ENSMUSG00000001105.16	174	exon
ENSMUSG00000001119.8	109	exon
ENSMUSG00000001120.16	64	exon
ENSMUSG00000001123.16	14	exon
ENSMUSG00000001127.13	473	exon
ENSMUSG00000001128.8	18	exon
ENSMUSG00000001134.10	22	exon
ENSMUSG00000001138.14	47	exon
ENSMUSG00000001143.14	73	exon
ENSMUSG00000001150.8	119	exon
ENSMUSG00000001151.11	89	exon
ENSMUSG00000001156.10	80	exon
ENSMUSG00000001157.14	86	exon
ENSMUSG00000001158.14	203	exon
ENSMUSG00000001173.16	168	exon
