GeneID	nReads	ftype
ENSMUSG00000000001.5	59	exon
ENSMUSG00000000028.16	2	exon
ENSMUSG00000000037.18	1	exon
ENSMUSG00000000056.8	121	exon
ENSMUSG00000000058.7	12	exon
ENSMUSG00000000078.8	26	exon
ENSMUSG00000000085.17	78	exon
ENSMUSG00000000088.8	353	exon
ENSMUSG00000000093.7	1	exon
ENSMUSG00000000125.6	2	exon
ENSMUSG00000000126.12	2	exon
ENSMUSG00000000127.16	29	exon
ENSMUSG00000000131.16	58	exon
ENSMUSG00000000134.18	67	exon
ENSMUSG00000000142.16	37	exon
ENSMUSG00000000148.18	13	exon
ENSMUSG00000000149.11	213	exon
ENSMUSG00000000167.15	11	exon
ENSMUSG00000000168.11	137	exon
ENSMUSG00000000171.6	72	exon
ENSMUSG00000000184.13	504	exon
ENSMUSG00000000194.14	45	exon
ENSMUSG00000000197.9	146	exon
ENSMUSG00000000202.10	31	exon
ENSMUSG00000000214.12	6	exon
ENSMUSG00000000223.14	97	exon
ENSMUSG00000000244.18	2	exon
ENSMUSG00000000247.12	35	exon
ENSMUSG00000000253.14	181	exon
ENSMUSG00000000263.16	3	exon
ENSMUSG00000000266.12	46	exon
ENSMUSG00000000275.17	8	exon
ENSMUSG00000000276.12	64	exon
ENSMUSG00000000278.11	20	exon
ENSMUSG00000000282.13	42	exon
ENSMUSG00000000290.14	13	exon
ENSMUSG00000000295.14	36	exon
ENSMUSG00000000296.9	150	exon
ENSMUSG00000000301.17	6	exon
ENSMUSG00000000305.13	101	exon
ENSMUSG00000000308.15	259	exon
ENSMUSG00000000317.12	1	exon
ENSMUSG00000000318.17	1	exon
ENSMUSG00000000326.14	157	exon
ENSMUSG00000000339.15	106	exon
ENSMUSG00000000340.11	43	exon
ENSMUSG00000000346.10	162	exon
ENSMUSG00000000355.14	82	exon
ENSMUSG00000000365.10	3	exon
ENSMUSG00000000374.9	153	exon
ENSMUSG00000000378.16	262	exon
ENSMUSG00000000384.16	55	exon
ENSMUSG00000000392.18	1	exon
ENSMUSG00000000399.11	250	exon
ENSMUSG00000000402.3	1	exon
ENSMUSG00000000409.15	5	exon
ENSMUSG00000000416.17	609	exon
ENSMUSG00000000420.16	60	exon
ENSMUSG00000000439.10	64	exon
ENSMUSG00000000441.18	97	exon
ENSMUSG00000000486.14	7	exon
ENSMUSG00000000489.8	27	exon
ENSMUSG00000000530.17	82	exon
ENSMUSG00000000531.6	206	exon
ENSMUSG00000000532.12	132	exon
ENSMUSG00000000538.19	239	exon
ENSMUSG00000000552.11	48	exon
ENSMUSG00000000555.9	74	exon
ENSMUSG00000000560.10	239	exon
ENSMUSG00000000561.15	67	exon
ENSMUSG00000000562.6	1	exon
ENSMUSG00000000563.18	647	exon
ENSMUSG00000000567.6	158	exon
ENSMUSG00000000568.16	399	exon
ENSMUSG00000000579.15	4	exon
ENSMUSG00000000581.9	170	exon
ENSMUSG00000000594.8	111	exon
ENSMUSG00000000600.16	115	exon
ENSMUSG00000000605.10	627	exon
ENSMUSG00000000606.20	1	exon
ENSMUSG00000000627.16	31	exon
ENSMUSG00000000628.11	3	exon
ENSMUSG00000000631.21	211	exon
ENSMUSG00000000632.14	768	exon
ENSMUSG00000000682.8	9	exon
ENSMUSG00000000686.12	2	exon
ENSMUSG00000000693.11	1	exon
ENSMUSG00000000708.15	68	exon
ENSMUSG00000000711.4	104	exon
ENSMUSG00000000732.10	4	exon
ENSMUSG00000000738.19	96	exon
ENSMUSG00000000740.13	819	exon
ENSMUSG00000000743.10	90	exon
ENSMUSG00000000751.14	81	exon
ENSMUSG00000000753.16	3	exon
ENSMUSG00000000759.15	76	exon
ENSMUSG00000000766.19	5	exon
ENSMUSG00000000776.14	56	exon
ENSMUSG00000000782.17	37	exon
ENSMUSG00000000787.13	201	exon
ENSMUSG00000000792.3	9	exon
ENSMUSG00000000794.10	45	exon
ENSMUSG00000000804.15	135	exon
ENSMUSG00000000805.19	7	exon
ENSMUSG00000000811.15	2	exon
ENSMUSG00000000823.17	99	exon
ENSMUSG00000000826.17	458	exon
ENSMUSG00000000827.19	122	exon
ENSMUSG00000000838.18	80	exon
ENSMUSG00000000861.16	146	exon
ENSMUSG00000000876.12	46	exon
ENSMUSG00000000881.13	240	exon
ENSMUSG00000000884.18	5	exon
ENSMUSG00000000901.18	4	exon
ENSMUSG00000000902.14	284	exon
ENSMUSG00000000915.16	112	exon
ENSMUSG00000000916.16	10	exon
ENSMUSG00000000934.10	9	exon
ENSMUSG00000000948.17	5	exon
ENSMUSG00000000957.12	20	exon
ENSMUSG00000000959.8	70	exon
ENSMUSG00000000976.14	52	exon
ENSMUSG00000000982.6	1	exon
ENSMUSG00000000983.14	3	exon
ENSMUSG00000001014.7	1	exon
ENSMUSG00000001016.13	241	exon
ENSMUSG00000001017.17	243	exon
ENSMUSG00000001018.16	61	exon
ENSMUSG00000001020.9	1	exon
ENSMUSG00000001021.14	11	exon
ENSMUSG00000001025.9	26	exon
