GeneID	nReads	ftype
ENSMUSG00000000001.5	334	exon
ENSMUSG00000000028.16	18	exon
ENSMUSG00000000031.19	1	exon
ENSMUSG00000000037.18	1	exon
ENSMUSG00000000049.12	5	exon
ENSMUSG00000000056.8	216	exon
ENSMUSG00000000058.7	322	exon
ENSMUSG00000000078.8	745	exon
ENSMUSG00000000085.17	194	exon
ENSMUSG00000000088.8	9144	exon
ENSMUSG00000000093.7	3	exon
ENSMUSG00000000120.7	70	exon
ENSMUSG00000000125.6	72	exon
ENSMUSG00000000126.12	50	exon
ENSMUSG00000000127.16	204	exon
ENSMUSG00000000131.16	283	exon
ENSMUSG00000000134.18	256	exon
ENSMUSG00000000142.16	156	exon
ENSMUSG00000000148.18	142	exon
ENSMUSG00000000149.11	359	exon
ENSMUSG00000000154.17	10	exon
ENSMUSG00000000159.17	7	exon
ENSMUSG00000000167.15	42	exon
ENSMUSG00000000168.11	1071	exon
ENSMUSG00000000171.6	985	exon
ENSMUSG00000000184.13	1091	exon
ENSMUSG00000000194.14	195	exon
ENSMUSG00000000197.9	388	exon
ENSMUSG00000000202.10	674	exon
ENSMUSG00000000204.17	1	exon
ENSMUSG00000000214.12	319	exon
ENSMUSG00000000215.12	7	exon
ENSMUSG00000000216.9	4	exon
ENSMUSG00000000223.14	194	exon
ENSMUSG00000000244.18	6	exon
ENSMUSG00000000247.12	319	exon
ENSMUSG00000000253.14	584	exon
ENSMUSG00000000263.16	375	exon
ENSMUSG00000000266.12	82	exon
ENSMUSG00000000275.17	47	exon
ENSMUSG00000000276.12	407	exon
ENSMUSG00000000278.11	222	exon
ENSMUSG00000000282.13	212	exon
ENSMUSG00000000290.14	50	exon
ENSMUSG00000000295.14	312	exon
ENSMUSG00000000296.9	605	exon
ENSMUSG00000000301.17	47	exon
ENSMUSG00000000303.14	27	exon
ENSMUSG00000000305.13	314	exon
ENSMUSG00000000308.15	2179	exon
ENSMUSG00000000317.12	8	exon
ENSMUSG00000000318.17	20	exon
ENSMUSG00000000320.11	11	exon
ENSMUSG00000000326.14	1293	exon
ENSMUSG00000000339.15	797	exon
ENSMUSG00000000340.11	122	exon
ENSMUSG00000000346.10	1934	exon
ENSMUSG00000000355.14	785	exon
ENSMUSG00000000359.4	12	exon
ENSMUSG00000000365.10	3	exon
ENSMUSG00000000374.9	418	exon
ENSMUSG00000000378.16	863	exon
ENSMUSG00000000384.16	247	exon
ENSMUSG00000000392.18	8	exon
ENSMUSG00000000399.11	1847	exon
ENSMUSG00000000402.3	33	exon
ENSMUSG00000000409.15	17	exon
ENSMUSG00000000411.8	2	exon
ENSMUSG00000000416.17	533	exon
ENSMUSG00000000420.16	310	exon
ENSMUSG00000000435.2	1	exon
ENSMUSG00000000439.10	498	exon
ENSMUSG00000000440.13	26	exon
ENSMUSG00000000441.18	558	exon
ENSMUSG00000000486.14	33	exon
ENSMUSG00000000489.8	125	exon
ENSMUSG00000000530.17	105	exon
ENSMUSG00000000531.6	500	exon
ENSMUSG00000000532.12	589	exon
ENSMUSG00000000538.19	1131	exon
ENSMUSG00000000552.11	908	exon
ENSMUSG00000000555.9	16	exon
ENSMUSG00000000560.10	617	exon
ENSMUSG00000000561.15	292	exon
ENSMUSG00000000562.6	12	exon
ENSMUSG00000000563.18	5432	exon
ENSMUSG00000000567.6	1823	exon
ENSMUSG00000000568.16	777	exon
ENSMUSG00000000579.15	3	exon
ENSMUSG00000000581.9	1259	exon
ENSMUSG00000000594.8	1030	exon
ENSMUSG00000000600.16	309	exon
ENSMUSG00000000605.10	3401	exon
ENSMUSG00000000627.16	242	exon
ENSMUSG00000000628.11	55	exon
ENSMUSG00000000631.21	646	exon
ENSMUSG00000000632.14	1546	exon
ENSMUSG00000000673.10	6	exon
ENSMUSG00000000682.8	102	exon
ENSMUSG00000000686.12	7	exon
ENSMUSG00000000690.6	1	exon
ENSMUSG00000000693.11	29	exon
ENSMUSG00000000706.17	2	exon
ENSMUSG00000000708.15	149	exon
ENSMUSG00000000711.4	1026	exon
ENSMUSG00000000730.14	6	exon
ENSMUSG00000000732.10	14	exon
